ticker,as_of,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200
068760,2026-07-28,39900.0,1771653046800.0,77453,3090374700.0,3198265406.25,75700.0,38000.0,-0.3502,42.57,
069260,2026-07-28,14640.0,598462528320.0,105814,1549116960.0,1158698299.25,21200.0,14640.0,-0.2026,36.47,
069620,2026-07-28,125900.0,1458749792500.0,12425,1564307500.0,6046641775.0,194000.0,107300.0,-0.2365,45.16,
069960,2026-07-28,127400.0,2747369788800.0,92096,11733030400.0,25921117358.2,207000.0,69000.0,0.364,59.72,
071050,2026-07-28,193700.0,10794124650400.0,247178,47878378600.0,55140162975.0,292500.0,125300.0,0.0585,65.35,
071055,2026-07-28,136200.0,797893786200.0,38368,5225721600.0,3020671072.5,193200.0,86900.0,-0.0116,52.37,
071320,2026-07-28,61800.0,715566379200.0,34004,2101447200.0,875162512.5,112400.0,61800.0,-0.4417,44.48,
071970,2026-07-28,54700.0,1855505776500.0,352663,19290666100.0,16884825420.0,115500.0,49400.0,-0.4181,73.94,
073240,2026-07-28,5920.0,1700580899040.0,2563975,15178732000.0,52997991618.35,7800.0,4305.0,-0.0311,65.55,
074600,2026-07-28,22950.0,603309600000.0,487683,11192324850.0,9810280736.25,42150.0,16930.0,-0.0022,71.15,
075580,2026-07-28,10360.0,588960364160.0,215796,2235646560.0,3570003113.0,26100.0,10360.0,-0.4833,72.6,
077970,2026-07-28,21850.0,877235176550.0,211331,4617582350.0,4942589387.5,66500.0,20050.0,-0.4118,84.9,
078600,2026-07-28,67600.0,1061599728800.0,140153,9474342800.0,10779271637.5,182800.0,59100.0,0.0696,88.8,
078930,2026-07-28,87500.0,8128355812500.0,362822,31746925000.0,40098008385.0,95300.0,43650.0,0.4391,49.46,
